created_at;full_text
Tue Jul 29 06:06:08 +0000 2025;plss ga jadi liat chenle masa KENAPA SABTU HARUS MASUK
Wed Jul 30 04:00:45 +0000 2025;layout ready stock h2h carmen aespa karina winter izna sarang. mari jajan #zonauang https://t.co/eqTWHJ94Be
Tue Jul 29 14:52:10 +0000 2025;ADUH W KALO AESPA TIDAK BISA MEMILIH SULIT
Tue Jul 29 16:10:05 +0000 2025;ðŸ‡®ðŸ‡© [OPEN PO] #AESPA #WINTER 2025 aespa LIVE TOUR - SYNK : aeXIS LINE chreeing kit for #ìœˆí„° Â© @softwwinter Price Slogan: Rp 295.000 | DP Rp 225.000 Uchiwa: Rp 335.000 | DP Rp 225.000 ï¸Handcarry Cicilan &amp
Tue Jul 29 10:43:32 +0000 2025;HYUK MI AMOR HERMOSO
Tue Jul 29 03:41:41 +0000 2025;pengen istirahat dulu dari joki gambar/digital art 
Wed Jul 30 02:59:01 +0000 2025;dah lebaran kali yak sirup marjan nya banyak benerâ€ï¸
Tue Jul 29 05:39:31 +0000 2025;konnichiwa minna-san @seraphicque punya layout ready stock girl group mari jajank sekarang â€ï¸ https://t.co/gvEbXrjeXF get ava png + free retext O5 sold &lt
Tue Jul 29 22:22:10 +0000 2025;no hate to aespa TAPI INI LUCU BANGET HAHAHAHAHA
Wed Jul 30 18:39:20 +0000 2025;WOY INI RANDOM tp gw mau bikin thread first impression gw ke member boynextdoor p.s: gue udah suka mereka dari awal debut (casual listener &amp
Sun Jul 06 02:12:50 +0000 2025;semangat MC eina tar pulangnya bareng unnie aespa ya dek 
Wed Jul 30 11:23:31 +0000 2025;dodol ih niatnya mau bikin soft cookies tp malah jadi biskuit grgr lupa set timer fak kelamaan
Wed Jul 30 11:26:53 +0000 2025;hhhhh stress bgt lg sensitif parah
Wed Jul 30 05:03:37 +0000 2025;#s want to sell photocard aespa gfriend viviz Sidoarjo Dm for detail &amp
Wed Jul 30 22:57:20 +0000 2025;Meme sama caption ga nyambung
Tue Jul 29 00:15:37 +0000 2025;akrab tuh sama aespa @ hoshina
Wed Jul 30 13:51:17 +0000 2025;kalian alarm pake lagu apa ges? me : spicy-aespa karna dijamin langsung menyat https://t.co/vBdQ54Vpck
Wed Jul 30 16:29:53 +0000 2025;salamat sa balloons haha https://t.co/c7Y6tzREyS
Tue Jul 29 07:57:09 +0000 2025;Niatnya ig dipegang sama Karina Aespa mana dipegang budeh2 obesitas
Wed Jul 30 04:38:53 +0000 2025;mana pas awal2 aespa mau buka bbl org2 (termasuk gw) pada ngiranya kalo bakalan winter yg jarang ngirim bbl taunya malah jd yg paling bawel
Wed Jul 30 02:24:56 +0000 2025;Member aespa tuh emang gada yg bener 
Mon Jul 28 07:08:56 +0000 2025;dulu mereka juga suka throwing shade ke aespaâ€ï¸â€ï¸
Tue Jul 29 17:53:23 +0000 2025;wangjanimâ€ï¸â€ï¸â€ï¸â€ï¸
Wed Jul 30 12:17:07 +0000 2025;Ini mah Giselle aespa gak sih?
Tue Jul 29 17:52:13 +0000 2025;LUCUBGT FAK
Tue Jul 29 14:16:57 +0000 2025;kalo bukan karena aespa nih w anak gaakan berteman keknya
Tue Jul 29 07:59:11 +0000 2025;ini apaan yahh ko tibaÂ² ada aespa??? https://t.co/T7LdUsfo8W
Wed Jul 30 04:41:15 +0000 2025;whos in your pfp? discord: Han Jisung (skz) main twt(s): Suo Han Jisung Ningning (aespa) priv twt: Bae (nmixx) insta: fotoku (kalau second ada Kobayashi Chiaki) whatsapp: fotoku pinterest: - (gapake) youtube: fotoku spotify: Yoshi (treasure)
Wed Jul 30 03:58:05 +0000 2025;tgl 2 noraebang RV tgl 10 noraebang SNSD tgl 24 lalalafest H2H tgl 30 nobar aespa agustus = fangirlan sibuk 
Wed Jul 30 08:04:24 +0000 2025;1ST EVENTNYA AESPA AAAAA MAKASIH JADI AKU BISA NABUNG DIAS DULU. MARI BUANG2 RPS https://t.co/Z0mp4uvE0G
Wed Jul 30 02:55:20 +0000 2025;tp kpop gen 2-3 juga sasaeng nya gila semua anjir.... kan ada yg sampe bikin surat â€¼ï¸ tw // using their bloods terus dikirim ke dorm member gw lupa ini kejadian di idol mana tp pernah gw baca
Wed Jul 30 15:42:39 +0000 2025;omoo lengkap lagi modal 6 ncp udah lengkap. lagunya juga belum aku mainin omo omo hoki lagi. cantik banget tema yang inii. tapi ncp aespa bau banget di akunku https://t.co/MnYiIVWcIf
Tue Jul 29 13:43:04 +0000 2025;Kalo keterima agency kayaknya aku mau jadi member aespa
Mon Jul 28 11:45:00 +0000 2025;good eve beautiful souls! it's me wibter! i need some friends who can have a long term convo(s) with me. aespa memberdeul dan bunnies diutamakan tapi siapapun yang meninggalkan jejak akan ku hampiri. adakah? https://t.co/DcEtDxfhfb
Wed Jul 30 13:31:19 +0000 2025;Wkwk kocak juga kelakuan lu nengg gapapa aa ttp cintah neng jijel @aespa_official https://t.co/BRPtvK5NJk
Mon Jul 28 17:04:52 +0000 2025;Aespa asigi olduk ciktik ya
Wed Jul 30 13:47:04 +0000 2025;Indonesia GOðŸ‡®ðŸ‡© open pre order PO 2025 cheering kit(slogan) &amp
Tue Jul 29 04:21:48 +0000 2025;Malaysia TRUELY ASIAAA~~~~ ðŸ‡²ðŸ‡¾ Semua datang Malaysia kecuali MONSTA X SEVENTEEN AESPA 
Tue Jul 29 09:56:52 +0000 2025;Aku juga ngebayangin dressnya miripÂ² Aespa better things sepertinya gemushhh Siap meretweet emsi emsi cantik di banner beach nanti(*âŒ’ï¼“âŒ’*)
Tue Jul 29 17:13:19 +0000 2025;pusing banget liat aespa
Wed Jul 30 08:10:15 +0000 2025;sells 2 HARI LAGI CLOSE POï¸ haii guys! aku lagi open po keychain apel 35k aja avail aespa bonedo nct dream svt treasure! BISA CUSTOM JG LOH~ siapa yg mauu? detailsnya ada di rep yaa @.the8studioz https://t.co/WQ2JIaNyxJ
Tue Jul 29 12:49:16 +0000 2025;RED VELVET AAAAAAAAAAAAAAA Tapi kok aespa WISH H2H belum diputuskan (ë¯¸ì •) sih? Yang belum diputuskan itu tanggal cb-nya atau jenis albumnya mini/full?
Tue Jul 29 09:55:35 +0000 2025;indahkus tu mirip karina aespa ya
Wed Jul 30 06:26:08 +0000 2025;#wts Yuk danusan yg dipict ditake ~ ada aespa blackpink izone loona red velvet wjsn itzy twice https://t.co/l4HyvlrC6r
Tue Jul 29 10:27:35 +0000 2025;Wah rame banget smpe 15 M wkwkwk lumayan promosi gratis buat anak2 baik hate komennya gak usah di ambil pusing
Tue Jul 29 03:40:01 +0000 2025;haechan debut solo september aespa juga comeback septemberr WOWWW MENYALA SEPTEMBERKUU
Wed Jul 30 12:34:54 +0000 2025;Mau bgt ngikutin riizing loud lebih banyak lagi tapi takut aespa tour skshsk
Wed Jul 30 16:36:09 +0000 2025;hihi https://t.co/7KH7M5gi71
Tue Jul 29 08:04:44 +0000 2025;Lah tetiba ada aespa
Tue Jul 29 14:26:01 +0000 2025;eh anjir knp gue ngeliat ka oniel sm giselle aespa mirip ya skrng mana rambutnya sama2 lg pendek kwkwkw
Wed Jul 30 17:44:07 +0000 2025;dilema bgt aku jir pgn rambut panjang nan cantik kyk ningning aespa tpi ak jga pgn potong krna gerah
Tue Jul 29 12:35:09 +0000 2025;S! Yuk danusan yg dipict ditake ~ ada aespa blackpink izone loona red velvet wjsn itzy twice https://t.co/jBWfZOUAjb
Wed Jul 30 00:42:24 +0000 2025;GUA ABIS MIMPI KARINA AESPA HAMIL MUDA BJIRR terus dia masih bisa joget armageddon
Wed Jul 30 13:17:39 +0000 2025;Disini ada yang punya bias di aespa juga ga sih? apa bikin akun baru buat ngehype biasku di aespa? tapi kalo byk akun aku risih sih sebenarnya
Wed Jul 30 07:40:37 +0000 2025;wts lfb ph ww go twice this is for musicplant lucky draw ld r1 photocard pc pob BATCH 3 member set - 1100 ot9 set (18lds) + 6 unit - 10 700 nayeon jeongyeon momo jihyo sana + 1 mina + 1 dahyun chaeyoung tzuyu unit - 180 ea | 480 set sfeta | all in price DOP - 200 https://t.co/gf6Pn7koie
Tue Jul 29 13:13:35 +0000 2025;#wtb karina aespa starriver ini gaib gk ya guys? tmn req kado ini soalnya tapi aku gk nemu https://t.co/NxeWAy9cjL
Wed Jul 30 12:25:14 +0000 2025;Hahahahaj
Wed Jul 30 13:59:24 +0000 2025;ini asbun aja ya ges cuma tau aespa 
Wed Jul 16 15:23:57 +0000 2025;@jaehmrk nct: jaemin renjun doyoung winwin apink: - wjsn: - seventeen: wonwoo dk le sserafim: yunjin aespa: karina giselle snsd: yoona
Tue Jul 29 15:49:01 +0000 2025;@orizalbs Berdasarkan twit-twimu kamu tampak lelah dengan perilaku manusia (seperti bio-mu) kritis terhadap ketidakadilan dan ketidaksiapan orang (misal kasus SAR Rinjani) suka musik (Aespa Spotify) humor ringan (joke berak) dan sering mengeluh masalah se
Tue Jul 29 16:25:20 +0000 2025;@bahiagia Sebagai MY sejati aku merasa dekat secara emosional lewat musik dan konten aespa! Lirik-lirik mereka seperti Next Level bikin aku merasa dipahami dan live stream mereka rasanya seperti ngobrol langsung. Winter's smile? Itu obat hati! Meski belum
Wed Jul 30 07:27:34 +0000 2025;@rakyatngeluh Hai! Berdasarkan data 2025 (pencarian Google views Wikipedia streams global) ranking member girl group gen 4 paling populer secara global: 1. Karina (aespa) 2. Wonyoung (IVE) 3. Winter (aespa) 4. Sakura (LE SSERAFIM) 5. Hanni (NewJeans)
Sat Aug 30 20:38:48 +0000 2025;Why was he so offended tho
Fri Aug 29 07:37:13 +0000 2025;Rich Man ENERGYï¸ Hey MYs pre-order's live now - don't miss it! ï¸ https://t.co/GMyrYKlRyt #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #RichMan #aespaRichMan https://t.co/V155usJCJN
Sat Aug 30 18:31:22 +0000 2025;aespa solos listening experience https://t.co/wzDosAJ6lY
Thu Aug 28 01:01:02 +0000 2025;Signed with love https://t.co/Cwlrl1TY6n Grab your signed albums! https://t.co/UOrCgKWBhV Hey MYs pre-order's live now - don't miss it! ï¸ https://t.co/GMyrYKmpo1 #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #RichMan #aespaRichMan https://t.co/SIWhrLncSw
Sat Aug 30 17:12:16 +0000 2025;2025 aespa LIVE TOURã€ŒSYNK : aeXIS LINEã€in SEOUL 250830 sound check supernova ã€ŽLãƒ»Oãƒ»Vãƒ»Eã€ #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #GISELLE #ì§€ì ¤ #ã‚¸ã‚¼ãƒ« #ãˆã‚Šã¡ã‚ƒã‚“ #å†…æ°¸æžåˆ© https://t.co/siuDYNJHRx
Sat Aug 30 16:27:50 +0000 2025;250830 Spicy #ì¹´ë¦¬ë‚˜ #Karina #ì—ìŠ¤íŒŒ #aespa https://t.co/EW7gmlPck5
Sat Aug 30 18:20:11 +0000 2025;I hope you guys are collecting rubies/hearts/diamonds for music show voting. We will be against 3 boy groups and all of them will have a FULL WEEK of tracking while aespa will only have 3 days of tracking. Day* will also make a comeback on the same day and you know they are
Sat Aug 30 16:49:35 +0000 2025;ITZY s Ryujin stuns at aespa s concert. https://t.co/yAOrNgr1kv
Fri Aug 29 01:00:11 +0000 2025;WE ARE Rich Man | Photo Zone Event Schedule 2025.08.29 (FRI) : 14:00 - 19:00 2025.08.30 (SAT) : 12:00 - 17:00 2025.08.31 (SUN) : 11:00 - 16:00 Located nearby the KSPO DOME GATE 2-2 #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #RichMan #aespaRichMan #WEARE_RichMan #SYNK_aeXISLINE https://t.co/iaaGGkOgkk
Sat Aug 30 17:07:33 +0000 2025;250830 aexis line Day2 Ketchup and Lemonade #aespa #ì—ìŠ¤íŒŒ #NINGNING #ë‹ë‹ #å®è‰ºå“ https://t.co/zElTtl1GGf
Sat Aug 30 21:18:41 +0000 2025;Based on the qts Im also dating hoshi and every member of aespa. I will be accepting congratulations gifts to my venmo 
Sat Aug 30 17:22:50 +0000 2025;.@aespa_official s Drama Spotify Counter: 08/26 266 269 08/27 272 780 08/28 277 215 08/29 276 595 Total: 399 770 405 streams https://t.co/lJ7RSFzJMa
Sat Aug 30 16:38:11 +0000 2025;.@aespa_official s Dirty Work Spotify Counter: 08/26 448 428 08/27 440 765 08/28 440 077 08/29 443 621 (+3 544) Total: 46 908 975 streams https://t.co/baEsSv9fYA
Sat Aug 30 16:49:46 +0000 2025;But she is my brother #ì—ìŠ¤íŒŒ #aespa #ë‹ë‹ #NINGNING #å®å® #GISELLE #ì§€ì ¤ https://t.co/QwQ0ChJrVa
Fri Aug 29 03:55:11 +0000 2025;2025-26 aespa LIVE TOUR -SYNK : aeXIS LINE- in SEOUL How to get the DIGITAL STAMP in the SMTOWN APP! ï¸DATE: 2025.08.29 (FRI) ~ 2025.08.31 (SUN) | 09:00~23:50 (KST) LOCATION: Within 500m from the KSPO DOME METHOD: SMTOWN APP - PASSPORT - Click STAMP button DOWNLOAD: https://t.co/9v3qdZUSx6
Sat Aug 30 23:28:39 +0000 2025;[FULL] Good Stuff aespa Karina solo stage #aespa #karina https://t.co/wguXo3nzIz
Sat Aug 30 17:38:13 +0000 2025;spotify daily streams 29/08 gameboy by katseye - 981 218 dirty work by aespa - 443 621 https://t.co/B9c9TBzbRg
Sat Aug 30 19:52:08 +0000 2025;Best-selling albums by girl groups in Circle chart history: #1 @BLACKPINK - BORN PINK (3.021M) #2 NewJeans - Get Up (2.269M) #3 aespa - MY WORLD (2.174M) #4 IVE - I VE MINE (2.111M) #5 aespa - Girls (1.864M) #6 NewJeans - OMG (1.795M) #7 IVE - After LIKE (1.773M) #8 NewJeans - https://t.co/TZnaaAoOGJ
Sat Aug 30 16:35:00 +0000 2025;250829 Armageddon #aespa #WINTER #ìœˆí„° #ì—ìŠ¤íŒŒ https://t.co/61KtH5IeyF
Sat Aug 30 16:11:41 +0000 2025;i mean https://t.co/XsmO6BUppb
Sat Aug 30 17:07:55 +0000 2025;2025 aespa LIVE TOURã€ŒSYNK : aeXIS LINEã€in SEOUL 250830 sound check supernova ì•ˆë…•ã€œâ­ï¸ #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #ìœˆí„° #WINTER #å†¬å­ #ã‚¦ã‚£ãƒ³ã‚¿ãƒ¼ #ê¹€ë¯¼ì • https://t.co/QT7W3sAikH
Sat Aug 30 20:54:48 +0000 2025;armys never ending obsession with aespa and svt https://t.co/kD6Ig3s2XK
Sat Aug 30 19:40:23 +0000 2025;BB Hot 100: CRAZY Spotify: CRAZY Shazam: CRAZY BB 200: CRAZY And most importantly Virality/popularity with non-kpop fans: CRAZY The only thing Aespa has is korea and streaming fans. Crazy is more popular and even people who don't know anything about kpop love that song
Sat Aug 30 23:01:12 +0000 2025;250830 aexis line seoul my rich man. #ìœˆí„° #WINTER #ì—ìŠ¤íŒŒ #aespa https://t.co/3A7h9RrXAY
Sat Aug 30 20:10:04 +0000 2025;aespa releasing a comeback after babymint had their debut celebration is so weird and calculated :/ https://t.co/iP2qwvH2ms
Sat Aug 30 17:51:09 +0000 2025;Vogue China s Editor-in-Chief Rocco Liu teases a reunion with aespa NINGNING next month through a new Weibo update. Mini celebration party after the concert. Already looking forward to seeing you again next month. https://t.co/Zdj4o1XtJ0
Sat Aug 30 17:54:57 +0000 2025;#NINGNING with Rocco Liu https://t.co/z7J4Ty6WDE
Sat Aug 30 21:55:36 +0000 2025;250831 today's schedule ï¸ aespa LIVE TOUR - SYNK: aeXIS LINE in SEOUL DAY 3 â° 3PM KST (SOUNDCHECK) â° 5PM KST (CONCERT) KSPO DOME https://t.co/BH0YiumsMt
Sat Aug 30 18:13:51 +0000 2025;Jungkook is also dating winter you know even he said his favourite is winter even jk visited Aespa s concert way before Hoshi so congratulations to both Jimin And Jungkook https://t.co/jmEQwIkDWU
Sat Aug 30 19:13:48 +0000 2025;WOOOOFFF! The idea looks cool in my brain. But my editing skills didn't give it justice https://t.co/WbCGWnb3l0 #aespa #WINTER https://t.co/V2gdyBcz4e
Sat Aug 30 19:11:11 +0000 2025;MY AESPA SOLO RANKING 1. spark 2. dopamine 3. good stuff 4. up 5. tornado 6. bored 7. ketchup &amp
Sat Aug 30 22:00:05 +0000 2025;She s gorgeous #ì¹´ë¦¬ë‚˜ #Karina #ì—ìŠ¤íŒŒ #aespa https://t.co/gVwP3SRGi1
Sat Aug 30 22:04:59 +0000 2025;250830 #WINTER and #NINGNING for NHK Venue 101 #aespa #ì—ìŠ¤íŒŒ #ì¹´ë¦¬ë‚˜ #ì§€ì ¤ #ìœˆí„° #ë‹ë‹ https://t.co/EBgGrYNYXJ
Sat Aug 30 17:09:13 +0000 2025;ANNIE is leaving the aespa concert today. https://t.co/PFONw9qraA
Sat Aug 30 21:46:44 +0000 2025;stanlist olivia rodrigo ariana grande kylie cantrall katseye flo 3QUENCY tate mcrae pinkpantheress megan thee stallion soulidified say now aespa siren society madison beer https://t.co/kgkUhBB7tU
Sat Aug 30 16:48:42 +0000 2025;Hoshi attending aespa s concert is a dating ? It s insane SVT supports peers but y all can t even support your last two neurons. LMAO be serious. https://t.co/6OzFh5icXY
Sat Aug 30 22:27:56 +0000 2025;A lot of MYs don't view aespa as individual human beings but moreso as objects for their own gratification who only exists to entertain you and it shows
Sat Aug 30 23:54:00 +0000 2025;this aespa with this olivia https://t.co/QfWPbWmTqJ
Sat Aug 30 22:32:49 +0000 2025;Aespa introducing Suho Brian Hoshi Annie Yuqi Ryujin Gabi Lee Jung on Day2 of Aexis Line Concert (Seoul) 250830 The way Ningning introduced her friends Annie and Yuqi so cute https://t.co/xQXIYVUleN
Sat Aug 30 17:14:06 +0000 2025;if u praise aespa music on twitter they jinja kill you btch aespa not nugu promoter second half song under this thread is literally generic tiktok sounds just admit yall hate seeing aespa fans enjoying aespa music simple https://t.co/fRHt4CHPb1
Sat Aug 30 18:03:37 +0000 2025;Which aespa member he is dating? I think winter cause his mask colour and her clothes both are black they're really giving best couple vibe #bestcouplewinshi
Sat Aug 30 21:22:21 +0000 2025;Her beautiful smile + keck and kapple combo https://t.co/nxTfTkW6w3
Sat Aug 30 21:25:07 +0000 2025;Everyone who participated in Girls hate train I wish you the worst https://t.co/KgBWZJY7PJ
Sat Aug 30 20:30:15 +0000 2025;so after not posting that minghao is also going to be on boys 2 planet after armshits try to divert attention from their fave dating to seventeen you post about hoshi being at an aespa concert. you raggedy triflin dirty bitch.
Sat Aug 30 20:28:39 +0000 2025;Nope
Sat Aug 30 22:07:26 +0000 2025;you literally care more about defending midzys than aespa #freeaespafromviselix
Sat Aug 30 17:19:26 +0000 2025;correct we don't give a fuck and aespa sounds better than all the groups in this thread so now what
Sat Aug 30 23:18:54 +0000 2025;aespa doing that with behind the scenes videos is actually crazy
Sat Aug 30 19:54:24 +0000 2025;one step closer to getting aespa on the show https://t.co/98hkd46TYu
Sat Aug 30 21:42:40 +0000 2025;wtb lfs kim minjeong / winter photocard preferably onhand and tingi small flaw is ok flexi budget! dm your offer payo or +1 month dop w/ nrdp = prio # want to buy ph aespa drama supernova bcpc broadcast ina vendo #à¸•à¸¥à¸²à¸”à¸™à¸±à¸”aespa #pasaraespa ì—ìŠ¤íŒŒ í¬ì¹´ pob https://t.co/mpBLzI96DR
Sat Aug 30 20:37:01 +0000 2025;still sad that i had to mute my aetzy tweet because certain people were acting like i called aespa slurs by comparing rich man to gwbg... let me enjoy my favs plz https://t.co/aoepsWQco0
Sat Aug 30 22:04:18 +0000 2025;250830 #KARINA and #GISELLE for NHK Venue 101 #aespa #ì—ìŠ¤íŒŒ #ì¹´ë¦¬ë‚˜ #ì§€ì ¤ #ìœˆí„° #ë‹ë‹ https://t.co/3cOJBiSJWT
Sat Aug 30 16:31:52 +0000 2025;Not all but there will always be a Lonna fan on aespa s business Always a nugu
Sat Aug 30 22:37:48 +0000 2025;ryujin and yuqi at aespa s concert oh we just keep winning https://t.co/q6hTOvxaHi
Sat Aug 30 21:51:46 +0000 2025;nct wish or aespa on the next nopogy episode PLEASEEE 
Sat Aug 30 21:54:40 +0000 2025;YUQI taking a photo with AESPA after their concert #YUQI #ìš°ê¸° #å®‹é›¨ç¦ #aespa_SYNK_aeXISLINE https://t.co/nVCUCGrRYp
Sat Aug 30 20:00:24 +0000 2025;aespa mentioned https://t.co/qoZ3iJW89T
Sat Aug 30 23:36:03 +0000 2025;lsrfm have spotify - biggest music platform bb100 higher oricon sales higher uk singles chart higher peak on bb200 and all aespa have is paid youtube streams and melon
Wed Aug 06 01:00:07 +0000 2025;2025-26 aespa LIVE TOUR - SYNK : aeXIS LINE - SEOUL2025.08.29-31 FUKUOKA2025.10.04-05 TOKYO 2025.10.11-12 AICHI2025.10.18-19 TOKYO2025.11.08-09 BANGKOK2025.11.15-16 OSAKA2025.11.26-27 HONG KONG2026.02.07-08 MACAU2026.03.07-08 JAKARTA2026.04.04 #aespa #Ã¦spa https://t.co/snwu4bRNhL
Sun Aug 24 16:14:48 +0000 2025; kdm koo kyohwan ada di trailer aespa guys! https://t.co/sl7oGHwTMB
Sun Aug 24 16:15:01 +0000 2025; kdm Koo Kyohwan jadi model mv terbaru Aespa-Rich Man. Director by Yi Okseop (his girlfriend). Mereka berdua yang garap konsep projectnya punya team namanya 2x9. https://t.co/AcXOtYjUDH
Sat Aug 30 16:32:28 +0000 2025;250830 Angel #48 #aespa #ì—ìŠ¤íŒŒ #giselle #ì§€ì ¤ https://t.co/QDSzHFZdQm
Sat Aug 30 12:10:22 +0000 2025;250830 Angel#48 #ì¹´ë¦¬ë‚˜ #Karina #ì—ìŠ¤íŒŒ #aespa https://t.co/1NgyQjFoOP
Sat Aug 30 12:09:03 +0000 2025;250830 Angel #48 #aespa #ì—ìŠ¤íŒŒ #KARINA #ì¹´ë¦¬ë‚˜ #ã‚«ãƒªãƒŠ https://t.co/hqWk2U15AS
Fri Aug 29 17:04:33 +0000 2025;250829 angel #48 #ìœˆí„° #winter #ì—ìŠ¤íŒŒ #aespa https://t.co/O4AI8GVfYo
Sat Aug 30 11:26:48 +0000 2025;ITZY S RYUJIN DANCING TO BLACK MAMBA https://t.co/wEPzjvnvnI
Sat Aug 30 14:33:56 +0000 2025;250830 Angel ï¼ƒ48 #aespa #ì—ìŠ¤íŒŒ #WINTER #ìœˆí„° https://t.co/2Kvqzwek9G
Sat Aug 30 15:27:36 +0000 2025;250830 Angel #48 #ì¹´ë¦¬ë‚˜ #Karina #ì—ìŠ¤íŒŒ #aespa https://t.co/wUwmPbTpc7
Sat Aug 30 13:29:35 +0000 2025;250830 Angel#48 #ìœˆí„° #WINTER #ì—ìŠ¤íŒŒ #aespa https://t.co/hKWChozTKG
Mon Aug 25 16:00:07 +0000 2025;Sfs! Haechan member ke 5 aespa bener adanya guyss bukan cuma cerita rakyat https://t.co/vmLqtGMUif
Sat Aug 30 12:36:42 +0000 2025;250830 Angel #48 #aespa #ì—ìŠ¤íŒŒ #WINTER #ìœˆí„° https://t.co/SKKplLimTI
Fri Aug 29 19:26:19 +0000 2025;250829 Angel #48 #ì¹´ë¦¬ë‚˜ #Karina #ì—ìŠ¤íŒŒ #aespa https://t.co/wHZxb7rtlz
Sat Aug 30 13:14:52 +0000 2025;250830 Richman #ì¹´ë¦¬ë‚˜ #Karina #ì—ìŠ¤íŒŒ #aespa https://t.co/YnARGeS412
Sat Aug 30 06:47:15 +0000 2025;open sharing md concert aespa synk aexis line Bracelet watch only350k bisa dp dulu buat keep DM if u interest https://t.co/gUnVYTLlhb
Sat Aug 30 10:19:33 +0000 2025;[#INFO] SEVENTEEN #Hoshi terlihat menghadiri konser AESPA hari ini (30/08) Happy weekend horangi @pledis_17 #SEVENTEEN #ì„¸ë¸í‹´ https://t.co/ohAFQpamlw
Sat Aug 30 14:13:34 +0000 2025;Yang nonton kebanyakan fans china Dan lu @SMTOWNGLOBAL @aespa_official ngemute Ningning as member china yang ngomong bahasa aslinya. Emang Rasis banget kontol lu semua. https://t.co/c2rlNlaR57
Fri Aug 29 18:02:07 +0000 2025;250829 Angel 48 #aespa #ì—ìŠ¤íŒŒ #WINTER #ìœˆí„° https://t.co/AUnjk8NijY
Sat Aug 30 23:42:57 +0000 2025;Jeongmin &amp
Sat Aug 30 11:16:28 +0000 2025;[250830] Suho datang ke konser Aespa hari ini #SUHO #ìˆ˜í˜¸ #ì¤€ë©´ https://t.co/U0yGRcz08P
Sat Aug 30 18:13:03 +0000 2025;aespa winter satis 300 - 150 tl beraber 400 odeme ibm kargo gd @aespasatisx @aespasatiss @aerevesatis @ggtakasatiss rt atabikirseniz sevinirim https://t.co/0u74ujVHxp
Sat Aug 30 05:03:44 +0000 2025;Mo bikin rank juga Rank solo aespa based on my opinion: 1. Good stuff 2. Up 3. Menangerie BIG WALL - sorry mys gaada lagi yg pantes masuk beda level MENURUT GUE MENURUT GUE. MENURUT GUE!
Sat Aug 30 14:11:14 +0000 2025;wts want to sell aespa Mini Fanlight Keyring READY INA SIAP KIRIM KEEP EVENT WITH DP PALANGKARAYA DM for claim https://t.co/1zL8n1mu2Q
Sat Aug 30 06:54:01 +0000 2025;Selingan kpop dulu soalnya aespa mau comeback aaaaaaaa
Sat Aug 30 12:35:44 +0000 2025;ningning really truly born to be an artist sepanjang perform aku menganga besar #NINGNING #aespa #SYNK_aeXISLINE #aespa_SYNK_aeXISLINE_SEOUL https://t.co/NrNMd00jQx
Sat Aug 30 13:52:49 +0000 2025;TL campur aduk bgt â†—ï¸â†˜ï¸ Aseul Taeyeon aespa H2H: ï¸ Pemerintah DPR: â€ï¸ï¸ Rumah sahroni dijarah: 
Sat Aug 30 10:50:03 +0000 2025;Hi saran chara cewek kelahiran 00L sampai 05L dong kalo bisa yang bahan upchar nya ngga seret selain aespa yaa.
Sat Aug 30 07:16:13 +0000 2025;custom nya keren banget sih https://t.co/edTg2DeDhN #aespa #MYVAULT #Spotifyxaespa #RichMan @aespa_official https://t.co/n7mjZAStPs
Fri Aug 29 22:46:02 +0000 2025;quantas bias temos em comum? GG s itzy - yeji/lia illit - wonhee njz - hanni kiiikiii - jiyu nmixx - bae aespa - winter twice - dahyun redvelvet - seulgi stayc - seeun le sserafim - kazuha/eunchae ive - wonyoung/liz https://t.co/us6JLKc6tJ
Sat Aug 30 12:11:06 +0000 2025;padahal gw mau refreshing otak karna stress dengan nonton konser aespa (online) eh malah tambah stress &amp
Sat Aug 30 09:44:04 +0000 2025;Lucu bgt yiyi nonton aespa &gt
Sat Aug 30 06:35:03 +0000 2025;loveyus doain aja ya semoga G cepet keluar dari aespa aespa rebrand ot3 semoga G cepet lepas dari SM se segera mungkin semoga ini tour terakhir G sama aespa aamin 
Sat Aug 30 10:52:06 +0000 2025;SERING BGT NGELAG PAS LAGU FAVV GW YG GW TUNGGUÂ² AJG PADAHAL AESPA KEREN BGT 
Sat Aug 30 11:42:45 +0000 2025;Ya Allah kocak beud bapak kapas kena dance challenge di konser aespa 
Sat Aug 30 13:44:43 +0000 2025;250830 Suho at Aespa Concert today! diam saja sudah tampan cr. CR__forever #SUHO #ìˆ˜í˜¸ #ê¹€ì¤€ë©´ https://t.co/pvthccpppr
Sat Aug 30 05:30:33 +0000 2025;tbtb mati listrikkkkk x_x
Sat Aug 30 16:58:42 +0000 2025;tamanyan onegai bach aesthetic https://t.co/hCoo9En3EG
Fri Aug 29 17:59:12 +0000 2025;250829 Angel 48 #aespa #ì—ìŠ¤íŒŒ #WINTER #ìœˆí„° https://t.co/m0kXJkbOBP
Sat Aug 30 12:12:27 +0000 2025;250830 Angel #48 #ì¹´ë¦¬ë‚˜ #KARINA #ì—ìŠ¤íŒŒ #aespa https://t.co/MaihyWIVNe
Sat Aug 30 02:04:07 +0000 2025;SUMPAH MAU NONTON AESPA FIX https://t.co/9uY8jdUxD3
